u,v,osmid,highway,maxspeed,name,oneway,length,geometry,lanes
926312484,8941852437,968336695,trunk,30 mph,Newington Butts,TRUE,19.3583452,"LINESTRING (-0.1029351 51.4913761, -0.102975 51.4913662, -0.1030344 51.4913198, -0.1030766 51.4912973, -0.1031088 51.4912835, -0.1031544 51.4912772)",
102031,110007,"[232914379, 232914380, 1173183638]",primary,20 mph,Gloucester Place,FALSE,69.24931777,"LINESTRING (-0.1588065 51.5199153, -0.1588414 51.5199987, -0.1588559 51.5200328, -0.1588839 51.5200961, -0.1589943 51.5203403, -0.1590227 51.520402, -0.1590293 51.5204164, -0.1590407 51.5204407, -0.1590728 51.5205156)","['3', '2']"
25809761,25809914,4281345,residential,,Westerham Avenue,FALSE,36.81098743,"LINESTRING (-0.0794148 51.6215513, -0.0799314 51.6216333)",
29740405,29741123,26709645,residential,20 mph,Park Village East,FALSE,175.0112732,"LINESTRING (-0.1438762 51.5342311, -0.1438562 51.5342008, -0.1438426 51.5341717, -0.1438147 51.5341012, -0.1437817 51.5340201, -0.1437337 51.5338776, -0.1437101 51.5338061, -0.1436253 51.5336075, -0.1435412 51.5334327, -0.1435032 51.5333541, -0.1434223 51.5332648, -0.1433019 51.5330868, -0.1432388 51.5329937, -0.1431416 51.532865, -0.1430528 51.5327505)",
25504263,25504262,4256546,residential,20 mph,Great Scotland Yard,FALSE,15.30765239,"LINESTRING (-0.126607 51.5062427, -0.1265116 51.5061185)",
21662523,21662496,97438891,residential,20 mph,Agate Road,FALSE,66.8864161,"LINESTRING (-0.228295 51.4977059, -0.2282041 51.4974826, -0.2280577 51.4971228)",
243512300,243512622,22701606,residential,20 mph,Orchard Avenue,FALSE,82.24385663,"LINESTRING (-0.4322283 51.4614211, -0.4332228 51.4610172)",
428956024,428956024,36893559,residential,,Barnard Close,FALSE,44.153042,"LINESTRING (0.0818168 51.4092376, 0.0817671 51.409232, 0.0817176 51.4092134, 0.081679 51.4091764, 0.0816806 51.4091375, 0.0817132 51.4091111, 0.0817574 51.4091042, 0.081809 51.4091136, 0.0818528 51.4091378, 0.0818747 51.4091687, 0.0818603 51.4092098, 0.0818168 51.4092376)",
93076807,5222724327,"[1171507736, 1171507735, 657654911]",primary,20 mph,Heath Street,FALSE,89.42293202,"LINESTRING (-0.178862 51.5602767, -0.1790158 51.5605812, -0.1790904 51.5607281, -0.1791564 51.5608582, -0.1791733 51.5608914, -0.1791869 51.5609181, -0.1792696 51.5610394)",3
11728104,53335587,636624662,primary,20 mph,Broad Lane,FALSE,94.33135728,"LINESTRING (-0.0644996 51.5848447, -0.0652292 51.5847904, -0.0656804 51.5847495, -0.0658531 51.5847339)",2
25436790,25436793,4746957,tertiary,20 mph,Bilton Road,FALSE,291.3787238,"LINESTRING (-0.3211351 51.5413778, -0.3208102 51.5413489, -0.3204106 51.5413053, -0.319915 51.5412266, -0.319564 51.5411557, -0.3191444 51.5410427, -0.3186616 51.5408641, -0.3182544 51.540709, -0.3179132 51.5405701, -0.3173328 51.5403329)",
1601486683,13559742,1165275880,residential,30 mph,Sebright Road,FALSE,43.52672381,"LINESTRING (-0.2078824 51.65658, -0.2075864 51.6562343)",
1679190737,105528108,11787056,primary,30 mph,Southbridge Road,FALSE,21.97244215,"LINESTRING (-0.1019104 51.3671237, -0.1021059 51.3672791)",2
704973995,31497961,100184561,residential,,Brendans Close,FALSE,40.48840398,"LINESTRING (0.2238348 51.5622205, 0.2238933 51.562229, 0.2241084 51.5622601, 0.2244132 51.5622595)",
132005969,132005699,13950624,residential,20 mph,Stretton Road,FALSE,84.17743649,"LINESTRING (-0.086315 51.3848032, -0.085858 51.3845211, -0.0854525 51.3842709)",
35958833,35958834,37118396,residential,,Parkwood Road,FALSE,355.9646867,"LINESTRING (0.1372821 51.4422538, 0.1380965 51.4420448, 0.1381969 51.4420191, 0.1383431 51.4419816, 0.1384357 51.4419578, 0.1385641 51.4419249, 0.138776 51.4418706, 0.1387802 51.4418695, 0.1388198 51.4418593, 0.1388427 51.4418534, 0.1390442 51.4418017, 0.1391674 51.4417701, 0.1391885 51.4417647, 0.1392532 51.4417481, 0.1393662 51.4417191, 0.1394098 51.441708, 0.139613 51.4416558, 0.1396789 51.4416389, 0.1398183 51.4416021, 0.1398691 51.4415901, 0.1399642 51.4415657, 0.1399721 51.4415637, 0.1400086 51.4415544, 0.1400225 51.4415508, 0.1401218 51.4415253, 0.1401732 51.4415121, 0.1401871 51.4415086, 0.1403295 51.4414721, 0.1403572 51.4414649, 0.1403953 51.4414552, 0.1404108 51.4414512, 0.140517 51.441424, 0.1405328 51.4414199, 0.1405903 51.4414052, 0.1406515 51.4413895, 0.1407138 51.4413735, 0.1407337 51.4413684, 0.1407932 51.4413531, 0.1408505 51.4413384, 0.1409847 51.441304, 0.1410211 51.4412946, 0.1410427 51.4412891, 0.1411228 51.4412685, 0.1411936 51.4412504, 0.1412938 51.4412247, 0.1414738 51.4411785, 0.1416121 51.441143, 0.1416631 51.4411299, 0.1420315 51.4410355)",
33776446,119607979,5045571,residential,20 mph,Harriet Tubman Close,FALSE,97.35985607,"LINESTRING (-0.1157832 51.4470698, -0.11577 51.4470184, -0.1156965 51.4468813, -0.1156665 51.4468112, -0.115662 51.4467831, -0.1156747 51.446756, -0.1158381 51.4465274, -0.1158627 51.4465111, -0.1159778 51.446476, -0.1160172 51.4464544, -0.1160347 51.4464107, -0.1160369 51.446291)",
5826025753,342498756,234275631,residential,20 mph,Wardall Grove,FALSE,143.9419144,"LINESTRING (-0.0528637 51.4786066, -0.0526062 51.4785097, -0.0520435 51.4784842, -0.0516465 51.4783389, -0.050914 51.4784475)",
8659078831,60472442,23371977,residential,,Dorking Walk,FALSE,79.71602987,"LINESTRING (0.220357 51.6103616, 0.2206151 51.6102414, 0.2206981 51.6102027, 0.2210237 51.6101056, 0.2213635 51.6100198)",
25322671,25322666,4240523,residential,20 mph,Bronsart Road,FALSE,213.9185688,"LINESTRING (-0.2147557 51.4800341, -0.2149694 51.4804365, -0.2149332 51.4804705, -0.2128511 51.4810564, -0.212798 51.4810713)",
243784,21592341,1078362349,residential,20 mph,Grosvenor Park Road,FALSE,312.0883412,"LINESTRING (-0.017969 51.5792975, -0.0178948 51.5793159, -0.0178455 51.579328, -0.0169537 51.5795487, -0.0158784 51.5798148, -0.0154107 51.5799306, -0.0150343 51.5800238, -0.0148478 51.5800699, -0.0143636 51.5801897, -0.0137729 51.5803358)",
2095470991,2095476613,"[477206882, 477206883]",residential,20 mph,Darfield Way,FALSE,258.6477651,"LINESTRING (-0.2175848 51.5150576, -0.2182108 51.5151247, -0.2182344 51.5151267, -0.2182637 51.5151401, -0.2182812 51.515174, -0.2182897 51.5152056, -0.2183131 51.5152348, -0.218347 51.5152476, -0.2184051 51.5152523, -0.2188153 51.5152359, -0.2192707 51.5152085, -0.2193713 51.5151751, -0.2199214 51.5147902, -0.2199841 51.5147334, -0.2200227 51.5146674, -0.220037 51.5146018, -0.2200308 51.5145247, -0.2200025 51.5142024)",
38429063,38429427,5365002,residential,20 mph,Myddleton Road,FALSE,24.3243234,"LINESTRING (-0.1127343 51.6063146, -0.1123824 51.6063052)",
28800594,278787680,25575319,residential,20 mph,Welland Mews,FALSE,84.25478557,"LINESTRING (-0.0636057 51.5068324, -0.0635891 51.5064482, -0.0635852 51.5064045, -0.0637123 51.5063411, -0.0640788 51.5063339)",2
145636236,249608984,23875727,trunk,30 mph,Glebe Way,FALSE,181.6300834,"LINESTRING (-0.0082251 51.3741218, -0.008683 51.3743159, -0.0087274 51.3743341, -0.0092611 51.3745612, -0.009495 51.3746595, -0.0098475 51.3748141, -0.0099296 51.3748512, -0.0099872 51.3748774, -0.010033 51.3748985, -0.0102559 51.3749952, -0.0103801 51.3750482)",2
5379565808,5379565810,557823850,unclassified,,,FALSE,17.44748139,"LINESTRING (0.1984195 51.537839, 0.1983332 51.5377552, 0.1982507 51.5377809)",
30743827,1956991166,"[18528251, 48374806, 806830823]",secondary,20 mph,"['Bridge Road', 'Broadway']",FALSE,129.6405611,"LINESTRING (0.1892993 51.5194213, 0.1892954 51.5193308, 0.1893049 51.5192465, 0.1893591 51.5191616, 0.18948 51.5190167, 0.1895408 51.5189684, 0.1897305 51.5188518, 0.1897829 51.5188196, 0.1899488 51.51863, 0.1900179 51.5185511, 0.1901401 51.5184133)",2
33650507,33650508,4311304,primary,,White Horse Hill,FALSE,68.99592828,"LINESTRING (0.0603547 51.4232945, 0.0609658 51.4228048)",2
747757789,747757761,60202407,residential,,Marlowe Close,FALSE,13.84852724,"LINESTRING (0.0837772 51.5962656, 0.0837022 51.5963811)",
19224227,19224226,3819303,residential,30 mph,Parkgate Avenue,FALSE,26.86255216,"LINESTRING (-0.1776002 51.6655011, -0.1776503 51.6655332, -0.177858 51.6656271, -0.1778963 51.6656561)",2
11080809,11080808,2532416,secondary,,Carshalton Park Road,FALSE,92.06354519,"LINESTRING (-0.164417 51.3627316, -0.1648086 51.3625916, -0.1655831 51.3623377)",
107319,25500758,30279582,residential,20 mph,Charlotte Street,FALSE,61.83471268,"LINESTRING (-0.1356907 51.5193831, -0.1356335 51.5193289, -0.1355989 51.5192944, -0.1354059 51.5191104, -0.1352038 51.5189168)",
177682596,180505213,17443483,residential,,Osborne Road,FALSE,120.7479568,"LINESTRING (0.1461861 51.5479078, 0.1463359 51.5480746, 0.1463523 51.5481006, 0.1464482 51.5482521, 0.1465247 51.5484047, 0.1465715 51.5485601, 0.1465983 51.5487399, 0.1465968 51.5489455)",
35786841,325683830,42952680,residential,,Maiden Lane,FALSE,16.07674498,"LINESTRING (0.1916642 51.4534581, 0.1916679 51.4534159, 0.1916758 51.4533137)",
59678673,59678675,7976816,residential,,Tilbury Close,FALSE,297.1618671,"LINESTRING (0.1113927 51.4026244, 0.1114606 51.4033138, 0.1114681 51.4033893, 0.11149 51.403612, 0.1116556 51.4052918)",
20861041,88936494,"[4338816, 4338820]",tertiary,20 mph,"['Cool Oak Lane', 'Wood Lane']",FALSE,106.4055105,"LINESTRING (-0.2531287 51.5727752, -0.253077 51.5727432, -0.2530249 51.5727254, -0.2529539 51.5727106, -0.2528658 51.5727068, -0.2527113 51.5727105, -0.2524197 51.5727356, -0.2522013 51.5727703, -0.2518209 51.5728775, -0.2516868 51.5729219)",2
30775622,30775616,23227203,residential,20 mph,Barmouth Avenue,FALSE,233.4110785,"LINESTRING (-0.3318989 51.534815, -0.3318242 51.5348112, -0.3309908 51.5347518, -0.3308822 51.5347452, -0.3307995 51.5347951, -0.3307586 51.5349031, -0.3305907 51.5356907, -0.3305182 51.5361743)",
83630765,83630585,31019409,residential,20 mph,Edgeworth Road,FALSE,69.9469605,"LINESTRING (0.035661 51.4585956, 0.0362492 51.4583742, 0.0365251 51.4582703)",
1678369507,7098837888,3126733,unclassified,30 mph,Avion Crescent,FALSE,215.1745573,"LINESTRING (-0.2394846 51.5998278, -0.2393372 51.5998307, -0.2392424 51.5998526, -0.2392125 51.5998836, -0.2391485 51.6000959, -0.2390868 51.600371, -0.2390542 51.6006493, -0.2390474 51.6007782, -0.2390551 51.6009713, -0.2391168 51.6014175, -0.239155 51.6014705, -0.2392494 51.6014979, -0.2393763 51.6014926)",
1508802611,247366162,579761523,secondary,20 mph,Church Road,FALSE,75.76267709,"LINESTRING (-0.3378264 51.4278211, -0.3376146 51.4275962, -0.3375334 51.4275144, -0.3372558 51.4272401)",2
628873,628878,691548932,residential,20 mph,Springbank Road,FALSE,75.72989444,"LINESTRING (0.0000478 51.4499608, 0.0000351 51.4499847, -0.0001162 51.4502699, -0.0001278 51.4502917, -0.0001917 51.4503906, -0.0003858 51.4505814)",
390404292,390404003,34069740,residential,,Hurst Place,FALSE,43.16601346,"LINESTRING (0.1251313 51.4821676, 0.1251171 51.4817795)",
249490671,80429944,"[6059696, 680804792]",residential,,Middleton Road,FALSE,102.3419252,"LINESTRING (-0.195391 51.3900314, -0.1957647 51.3899287, -0.196015 51.3898602, -0.1961883 51.3898108, -0.1962815 51.3897866, -0.1963256 51.3897745, -0.1964822 51.3897174, -0.1965477 51.3896744, -0.1966455 51.3895822)",
59081669,27121315,7938227,residential,,Lyndhurst Avenue,FALSE,278.8654477,"LINESTRING (-0.4015698 51.6029588, -0.3975418 51.6031333)",
806437796,61271440,8609566,tertiary,20 mph,Waxwell Lane,FALSE,318.3607649,"LINESTRING (-0.3857533 51.5996693, -0.3858507 51.600051, -0.3860209 51.6007453, -0.3860859 51.6010425, -0.3861307 51.6011606, -0.3861853 51.6012739, -0.3863977 51.6014741, -0.3868203 51.6018442, -0.3873245 51.6022857)",
1652052837,21590583,4075806,residential,30 mph,Hillary Rise,FALSE,113.8078875,"LINESTRING (-0.1894724 51.6514342, -0.1896758 51.6513228, -0.1897394 51.6512977, -0.1898136 51.651282, -0.1899007 51.6512842, -0.1899802 51.6512972, -0.1900504 51.6513269, -0.1907528 51.6516898, -0.1907951 51.6517127)",
1684996990,5015281892,512942583,residential,20 mph,Wattcombe Cottages,FALSE,109.1342343,"LINESTRING (-0.2849457 51.4849432, -0.2847799 51.4849574, -0.284653 51.4849347, -0.2844378 51.4848904, -0.2836047 51.4847465, -0.2834328 51.4847031)",
30990637,30990636,4821848,residential,,Mason Drive,FALSE,12.03300885,"LINESTRING (0.2230216 51.5917634, 0.2230965 51.5918611)",
18239481,18293509,8128823,residential,20 mph,Hobbes Walk,FALSE,32.75205711,"LINESTRING (-0.2351647 51.4565353, -0.2356343 51.4565016)",
1754720007,68798674,163794548,residential,,Lyndhurst Way,FALSE,75.48341722,"LINESTRING (-0.1992064 51.3523853, -0.1995497 51.3523518, -0.1995111 51.3521806, -0.1999697 51.3521424)",
21255946,21255947,4013335,residential,20 mph,Chatham Close,FALSE,44.32310431,"LINESTRING (-0.1924503 51.5832186, -0.1921857 51.5832491, -0.1918196 51.5832914)",
107403,107404,72624879,tertiary,20 mph,Chatsworth Road,FALSE,72.34133144,"LINESTRING (-0.0452523 51.5544503, -0.0454237 51.5547938, -0.045559 51.5550723)",
21373024,21373021,4789588,residential,,Holly Crescent,FALSE,55.60932983,"LINESTRING (-0.0351976 51.3911426, -0.0345436 51.3910857, -0.034515 51.3910871, -0.0344836 51.3910925, -0.0344125 51.3911152)",
293800819,293800663,26784798,residential,20 mph,Birch Crescent,FALSE,32.48048494,"LINESTRING (-0.4629179 51.5407546, -0.4627418 51.5407659, -0.4625959 51.5407659, -0.4624585 51.5407339)",
92725215,92725127,10605430,residential,,Alliance Road,TRUE,44.96972151,"LINESTRING (0.1040619 51.4774133, 0.1039064 51.4775238, 0.1035905 51.4776899)",
25423751,102972637,4255859,unclassified,20 mph,Hanover Park,FALSE,63.1187941,"LINESTRING (-0.0656578 51.4724126, -0.0658553 51.4723803, -0.0665514 51.4723029)",
130155283,130155279,13866131,residential,20 mph,Daniel Close,FALSE,40.16971203,"LINESTRING (-0.172151 51.4213782, -0.1721305 51.4214151, -0.171907 51.4217056)",
82750369,26837008,10069373,residential,20 mph,Gavestone Road,FALSE,91.60877135,"LINESTRING (0.021722 51.4458363, 0.0220806 51.4458389, 0.0221105 51.4458304, 0.0221282 51.4458167, 0.0221457 51.4457896, 0.0224409 51.4452893)",
126371427,126371671,15246918,residential,20 mph,North Road,FALSE,25.25312501,"LINESTRING (-0.1793578 51.4227131, -0.1790357 51.4228191)",
18056491,53447432,8562583,unclassified,20 mph,Warburton Road,FALSE,78.20515052,"LINESTRING (-0.0568852 51.5387067, -0.0570061 51.538723, -0.0570452 51.538727, -0.0575857 51.5387532, -0.0580107 51.5387629)",2
365736355,5864713909,535877623,residential,,Harts Grove,FALSE,65.69059357,"LINESTRING (0.028367 51.6108242, 0.0283565 51.6108899, 0.0283291 51.6109229, 0.0282733 51.6109634, 0.0281922 51.6109827, 0.0280746 51.6110009, 0.0278542 51.611042, 0.027721 51.6110862, 0.0276183 51.611111)",
4202795060,105952131,"[1113402666, 544917323]",trunk,30 mph,Kennington Road,FALSE,47.25160174,"LINESTRING (-0.111114 51.4853749, -0.1109245 51.4852198, -0.1109081 51.485208, -0.1108964 51.4851986, -0.1107873 51.4851111, -0.1107669 51.4850955, -0.1106943 51.4850399)",4
221324340,230133180,216993201,tertiary,,Charteris Road,FALSE,79.74818607,"LINESTRING (0.0301493 51.6041439, 0.0302355 51.6042274, 0.0302705 51.6042621, 0.0303936 51.6043838, 0.0307689 51.6047491)",2
1661055095,1661055121,374045739,tertiary,20 mph,Lower Teddington Road,FALSE,177.7610859,"LINESTRING (-0.3097711 51.4164928, -0.3097887 51.4162358, -0.3097958 51.4161701, -0.3097976 51.416153, -0.3097969 51.4160906, -0.3098142 51.4157936, -0.3098175 51.4157371, -0.30983 51.4153814, -0.3098313 51.415344, -0.309835 51.4152313, -0.3098359 51.4152044, -0.3098459 51.414895)",
20861004,25425299,3990401,residential,30 mph,Townsend Lane,FALSE,211.2691485,"LINESTRING (-0.2565948 51.5779367, -0.2564947 51.5783138, -0.2563735 51.5787708, -0.2562805 51.5792495, -0.2562599 51.5793482, -0.2563066 51.5795129, -0.2565565 51.5797762)",
25516185,748114475,370829266,tertiary,30 mph,New North Road,FALSE,83.45523402,"LINESTRING (0.1035643 51.6063008, 0.1046959 51.6065642)",
2420732484,2420732486,233733149,tertiary,30 mph,,TRUE,10.70293503,"LINESTRING (-0.1032846 51.6396721, -0.1033237 51.6396744, -0.1033578 51.6396834, -0.10338 51.6396946, -0.1033962 51.6397084, -0.1034048 51.6397214)",
1108416257,1108416258,95597540,residential,,Westover Close,FALSE,34.36044598,"LINESTRING (-0.19541 51.3491478, -0.1959047 51.3491524)",
1701037307,1701037328,157861669,residential,20 mph,Valley Gardens,FALSE,31.73621679,"LINESTRING (-0.2917839 51.5461708, -0.2916323 51.5462823, -0.2914898 51.5463899)",
31256315,120016571,13044037,residential,20 mph,Wellesley Road,FALSE,277.2951416,"LINESTRING (-0.3352947 51.5841289, -0.336897 51.5840114, -0.3392804 51.5838366)",
34923133,11690204853,5105549,residential,,,FALSE,103.2390737,"LINESTRING (-0.0817794 51.4608579, -0.0816968 51.4608176, -0.081646 51.4607844, -0.0815887 51.4607198, -0.0816173 51.4606552, -0.0817175 51.4605427, -0.0818822 51.4603108, -0.0820619 51.4600388)",
8496348782,150606748,1173031451,residential,20 mph,Marigold Way,FALSE,57.39291525,"LINESTRING (-0.0513849 51.3785428, -0.0513806 51.3785182, -0.0513722 51.3784954, -0.0513589 51.3784682, -0.0513386 51.3784375, -0.0512891 51.3783625, -0.0512742 51.37834, -0.0512592 51.3783161, -0.051194 51.3782128, -0.0511733 51.37818, -0.0510977 51.37806)",
32919129,183423890,175895197,unclassified,,Academy Way,FALSE,165.4580495,"LINESTRING (0.1136319 51.5492537, 0.113496 51.5492755, 0.1132162 51.5493409, 0.1130853 51.5493675, 0.1129146 51.5494, 0.1121575 51.5495259, 0.1120331 51.5495466, 0.1113719 51.5496528, 0.111331 51.5496588)",
26035080,201230,4358948,residential,20 mph,Vallance Road,FALSE,110.2773942,"LINESTRING (-0.1342872 51.5982087, -0.133345 51.5981749, -0.1327204 51.598057)",
26046078,26046079,5942102,unclassified,20 mph,Clarence Road,FALSE,86.2006808,"LINESTRING (-0.0560035 51.5521922, -0.0559762 51.5521104, -0.0559203 51.5519428, -0.0558392 51.5516982, -0.0557763 51.5515543, -0.0557481 51.551496, -0.05572 51.5514378)",
339417592,339422055,32403662,residential,,,FALSE,105.1741667,"LINESTRING (0.0700409 51.5447671, 0.0700809 51.5442845, 0.0704776 51.5441745, 0.0707351 51.5440677)",
23850587,23850550,23838644,residential,20 mph,Washington Road,FALSE,30.83278312,"LINESTRING (-0.2893876 51.4083021, -0.289417 51.4082029, -0.2895062 51.4080355)",
21412027,21412026,4018150,residential,20 mph,Fordwych Road,FALSE,90.52781635,"LINESTRING (-0.2095361 51.5539882, -0.2098797 51.5543061, -0.2102665 51.5546639)",2
22455040,22455033,5405121,residential,,Berrylands,FALSE,56.58756538,"LINESTRING (-0.2869207 51.3944363, -0.2872332 51.3942763, -0.2875981 51.3941578)",
424709,196750,3567207,residential,20 mph,Squires Lane,FALSE,135.1056065,"LINESTRING (-0.1851105 51.5979494, -0.1838418 51.598704, -0.1839762 51.5987956)",
248838422,248838421,23060895,residential,20 mph,Butts Crescent,FALSE,74.46128359,"LINESTRING (-0.37213 51.4378396, -0.3730296 51.4382056)",
12780111,24288115,"[938436034, 2810407]",residential,"['30 mph', '20 mph']",Green Road,FALSE,72.66094108,"LINESTRING (-0.1415704 51.6429774, -0.1417279 51.642805, -0.1418723 51.6426468, -0.1420896 51.6424089)",2
9624774670,26547311,14012291,residential,,Fallaize Avenue,FALSE,74.3716119,"LINESTRING (0.0696031 51.5543589, 0.0695412 51.5543438, 0.0694691 51.5543325, 0.0685478 51.5542339)",
1736086152,1736086180,161635443,residential,,Strawberry Hill,FALSE,103.4076526,"LINESTRING (-0.3089635 51.3596382, -0.3091735 51.3598522, -0.3091807 51.3598869, -0.3091517 51.3599246, -0.3091445 51.3599532, -0.3091952 51.3599728, -0.3095403 51.3600722, -0.3099756 51.360196)",
112005636,112007862,857958641,residential,20 mph,Railton Road,FALSE,36.64735094,"LINESTRING (-0.1050863 51.4557825, -0.1052551 51.4559431, -0.1052873 51.4559773, -0.1053231 51.4560108, -0.1053603 51.4560475, -0.1053737 51.4560591)",2
1653072971,1653072998,152489808,residential,,Southborough Close,FALSE,267.953837,"LINESTRING (-0.3090941 51.3838534, -0.3089435 51.3839036, -0.3080013 51.3842155, -0.3066737 51.3846332, -0.3065684 51.3846824, -0.3064806 51.3847445, -0.3060608 51.3851446, -0.3060055 51.3852015)",
